OBJECTID,INTERSECTION,COUNT_DATE,ST_NAME1,ST_SEGMENT_DIR1,ST_SEGMENT_ADT1,ST_NAME2,ST_SEGMENT_DIR2,ST_SEGMENT_ADT2,ST_NAME3,ST_SEGMENT_DIR3,ST_SEGMENT_ADT3,ST_NAME4,ST_SEGMENT_DIR4,ST_SEGMENT_ADT4,ST_NAME5,ST_SEGMENT_DIR5,ST_SEGMENT_ADT5,INTERSECTION_ADT,YearCount,HyperlinkPDF,GlobalID
3236,BATTLEGROUND AVE & DAVID CALDWELL DR,1497830400000,BATTLEGROUND AVE,NORTH,24290,BATTLEGROUND AVE,SOUTH,25944,DAVID CALDWELL DR,WEST,5340,DAVID CALDWELL DR,EAST,5824,NA,NA,NA,37761,2017,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2017/BATTLEGROUND_AVE_&_DAVID_CALDWELL_DR_424562_06-19-2017.pdf,{6BA14D00-AC1A-4D89-B13D-261A31EA2AED}
3237,BATTLEGROUND AVE & EDNEY RIDGE RD,1498521600000,BATTLEGROUND AVE,NORTH,27006,BATTLEGROUND AVE,SOUTH,24982,EDNEY RIDGE RD,WEST,3741,EDNEY RIDGE RD (CVS),EAST,1313,NA,NA,NA,35369.76,2017,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2017/BATTLEGROUND_AVE_&_EDNEY_RIDGE_RD_436988_06-27-2017.pdf,{1267155E-D2C2-4E8B-B6FF-AEAA2EBB69AA}
3238,BATTLEGROUND AVE & MARKLAND DR,1500249600000,MARKLAND DR,NORTH,25102,MARKLAND DR,SOUTH,24843,BATTLEGROUND AVE,WEST,388,BATTLEGROUND AVE,EAST,5417,NA,NA,NA,34286.25,2017,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2017/BATTLEGROUND_AVE_&_MARKLAND_DR_434382_07-17-2017.pdf,{C3BBA509-CF61-40B3-BF45-02E798469683}
3239,BATTLEGROUND AVE & MARTINSVILLE CT,1497225600000,BATTLEGROUND AVE,NORTH,28260,BATTLEGROUND AVE,SOUTH,31010,n/a,WEST,0,MARTINSVILLE CT,EAST,2844,NA,NA,NA,38202.57,2017,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2017/BATTLEGROUND_AVE_&_MARTINSVILLE_CT_423135_06-12-2017.pdf,{027279BA-0DBB-40C5-84AF-6B70DCD4A7A7}
3240,BATTLEGROUND AVE & NORTHWOOD ST,1499644800000,BATTLEGROUND AVE,NORTH,26299,BATTLEGROUND AVE,SOUTH,24277,n/a,WEST,0,W NORTHWOOD ST,EAST,3192,NA,NA,NA,33068.55,2017,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2017/BATTLEGROUND_AVE_&_NORTHWOOD_ST_433883_07-10-2017.pdf,{45E3F78D-530D-4045-966F-B52059D447BA}
3241,BATTLEGROUND AVE & OAKCREST AVE,1498521600000,BATTLEGROUND AVE,NORTH,25451,BATTLEGROUND AVE,SOUTH,25643,2500 BATTLEGROUND CENTER DRIVEWAY,WEST,2695,OAKCREST AVE,EAST,727,NA,NA,NA,33802.4,2017,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2017/BATTLEGROUND_AVE_&_OAKCREST_AVE_437481_06-27-2017.pdf,{A9C9CD98-259E-49EB-9E2F-FEFCA1C35749}
3242,BATTLEGROUND AVE & PEMBROKE RD,1499817600000,BATTLEGROUND AVE,NORTH,24520,BATTLEGROUND AVE,SOUTH,26244,PEMBROKE RD,WEST,7274,PEMBROKE RD,EAST,4495,NA,NA,NA,37520.4,2017,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2017/BATTLEGROUND_AVE_&_PEMBROKE_RD_469840_07-12-2017.pdf,{D3EFD492-C625-463C-881B-C12C791AA41E}
3243,BATTLEGROUND AVE & PISGAH CHURCH RD,1502323200000,BATTLEGROUND AVE,NORTH,35592,BATTLEGROUND AVE,SOUTH,26907,LOWES DRIVEWAY,WEST,4840,PISGAH CHURCH RD,EAST,17657,NA,NA,NA,52697.52,2017,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2017/BATTLEGROUND_AVE_&_PISGAH_CHURCH_RD_438290_08-10-2017.pdf,{2C4568DC-7C01-4C0C-91E8-DB13E95F358C}
3244,BATTLEGROUND AVE & W CORNWALLIS DR,1500249600000,BATTLEGROUND AVE,NORTH,25171,BATTLEGROUND AVE,SOUTH,26484,W CORNWALLIS DR,WEST,7481,W CORNWALLIS DR,EAST,7921,NA,NA,NA,41241.9,2017,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2017/BATTLEGROUND_AVE_&_W_CORNWALLIS_DR_469847_07-17-2017.pdf,{B601A7A9-B046-4E85-AEB9-8D513B97C28D}
3245,BENJAMIN PKWY & JOSEPH M BRYAN BLVD,1466467200000,BENJAMIN PKWY,NORTH,3602,n/a,SOUTH,0,JOSEPH M BRYAN BLVD,WEST,25696,JOSEPH M BRYAN BLVD,EAST,27950,,NA,NA,35497.48,2016,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2016/BENJAMIN_PKWY_&_JOSEPH_M_BRYAN_BLVD_470326_06-21-2016.pdf,{4C532BB8-E602-46C1-AAD4-57685839A98E}
3246,BENJAMIN PKWY & N HOLDEN RD,1500422400000,BENJAMIN PKWY,NORTH,15503,BENJAMIN PKWY,SOUTH,7067,N HOLDEN RD,WEST,12854,PINEDALE RD,EAST,2934,NA,NA,NA,23034,2017,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2017/BENJAMIN_PKWY_&_N_HOLDEN_RD_434399_07-19-2017.pdf,{23856C94-51DC-427F-BA9B-75FCC1DDE094}
3247,BOEING DR & W MARKET ST,1502150400000,n/a,NORTH,0,BOEING DRIVE,SOUTH,1631,W MARKET ST,WEST,9822,W MARKET ST,EAST,10533,NA,NA,NA,13632.56,2017,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2017/BOEING_DR_&_W_MARKET_ST_438458_08-08-2017.pdf,{57F11AA5-E062-467C-BEAC-440CFD331706}
3248,BRASSFIELD RD & NEW GARDEN RD,1483574400000,NEW GARDEN RD,NORTH,16219,NEW GARDEN RD,SOUTH,22235,BRASSFIELD RD,WEST,8085,BRASSFIELD RD,EAST,1840,NA,NA,NA,29999.32,2017,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2017/BRASSFIELD_RD_&_NEW_GARDEN_RD_376875_01-05-2017.pdf,{79CB4666-0213-4148-A150-3346A21B16A0}
3249,BRIDFORD PKWY & GUILFORD COLLEGE RD,1507680000000,GUILFORD COLLEGE RD,NORTH,19285,GUILFORD COLLEGE RD,SOUTH,16118,BRIDFORD PKWY,WEST,1088,BRIDFORD PKWY,EAST,6400,NA,NA,NA,25747.2,2017,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2017/BRIDFORD_PKWY_&_GUILFORD_COLLEGE_RD_469783_10-11-2017.pdf,{78B84D13-EA4E-4341-9D3B-422A24F281E5}
3250,BRIDFORD PKWY & HILLTOP RD,1510012800000,BRIDFORD PKWY,NORTH,8885,HILLTOP TRL,SOUTH,123,HILLTOP RD,WEST,12129,HILLTOP RD,EAST,8469,NA,NA,NA,18356.96,2017,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2017/BRIDFORD_PKWY_&_HILLTOP_RD_469712_11-07-2017.pdf,{9F1EADE1-E3C2-4CE9-B393-05587280150D}
3251,BRYAN BLVD & FLEMING RD,1488412800000,FLEMING RD,NORTH,14037,FLEMING RD,SOUTH,10832,BRYAN BLVD RAMPS,WEST,3340,BRYAN BLVD RAMPS,EAST,2871,NA,NA,NA,19273.32,2017,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2017/BRYAN_BLVD_&_FLEMING_RD_409255_03-02-2017.pdf,{66F59761-0CBA-4EE0-BE5F-E1F9588A37CC}
3252,BRYAN BLVD & N HOLDEN RD (WEST SIDE RAMP),1500422400000,BRYAN BLVD RAMP,NORTH,1688,BRYAN BLVD RAMP,SOUTH,4050,N HOLDEN RD,WEST,15957,N HOLDEN RD,EAST,17459,NA,NA,NA,23502,2017,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2017/BRYAN_BLVD_&_N_HOLDEN_RD_(WEST_SIDE_RAMP)_434381_07-19-2017.pdf,{4BF20A93-D09B-4010-9F25-C97A6F6726C7}
3253,BURNT POPLAR RD & SWING RD,1508284800000,SWING RD,NORTH,3597,SWING RD,SOUTH,3670,BURNT POPLAR RD,WEST,1366,BRIDFORD PKWY,EAST,1014,NA,NA,NA,5791.2,2017,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2017/BURNT_POPLAR_RD_&_SWING_RD_469789_10-18-2017.pdf,{B5090C04-9FE5-45B0-98AF-E6250AB740CE}
3254,CHIMNEY ROCK RD & W FRIENDLY AVE,1483574400000,N CHIMNEY ROCK RD,NORTH,5185,CHIMNEY ROCK RD,SOUTH,1764,W FRIENDLY AVE,WEST,10613,W FRIENDLY AVE,EAST,11748,NA,NA,NA,18175.92,2017,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2017/CHIMNEY_ROCK_RD_&_W_FRIENDLY_AVE_376873_01-05-2017.pdf,{9A5860A1-D9EB-4B85-94D5-D904CE0BA16E}
3255,COLISEUM BLVD & FREEMAN MILL RD,1492473600000,COLISEUM BLVD,NORTH,8016,COLISEUM BLVD,SOUTH,3219,FREEMAN MILL RD,WEST,29879,FREEMAN MILL RD,EAST,23606,NA,NA,NA,40169.8,2017,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2017/COLISEUM_BLVD_&_FREEMAN_MILL_RD_407706_04-18-2017.pdf,{7CF44F04-D109-48BB-8961-1967C62F3076}
3256,COLISEUM BLVD & FREEMAN MILL RD,1491436800000,COLISEUM BLVD,NORTH,8340,COLISEUM BLVD,SOUTH,3260,FREEMAN MILL RD,WEST,30393,FREEMAN MILL RD,EAST,23635,NA,NA,NA,40736.48,2017,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2017/COLISEUM_BLVD_&_FREEMAN_MILL_RD_470333_04-06-2017.pdf,{72EA8679-313B-49E7-9228-3916125AD429}
3257,COLISEUM BLVD & W FLORIDA ST,1493596800000,COLISEUM BLVD,NORTH,6571,COLISEUM BLVD,SOUTH,7746,W FLORIDA ST,WEST,5316,W FLORIDA ST,EAST,5369,NA,NA,NA,15377.46,2017,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2017/COLISEUM_BLVD_&_W_FLORIDA_ST_424971_05-01-2017.pdf,{F3C02761-29E9-495C-8878-16D926DD5008}
3258,COLLEGE RD & W MARKET ST,1503273600000,COLLEGE RD,NORTH,12773,GUILFORD COLLEGE RD,SOUTH,14921,W MARKET ST,WEST,10879,W MARKET ST,EAST,16174,NA,NA,NA,33670.02,2017,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2017/COLLEGE_RD_&_W_MARKET_ST_469804_08-21-2017.pdf,{49D1078A-CA01-4F73-AE4C-FC0B5F8F511C}
3259,CORPORATE CENTER BLVD & N ELM ST,1486598400000,N ELM ST,NORTH,15927,N ELM ST,SOUTH,15367,CORPORATE CENTER BLVD,WEST,1789,CORPORATE CENTER CT,EAST,1421,NA,NA,NA,21393.72,2017,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2017/CORPORATE_CENTER_BLVD_&_N_ELM_ST_382618_02-09-2017.pdf,{CDEE6CC0-C324-4DBA-8E6D-7C99DC59C3F0}
3260,COTTAGE PL & LAWNDALE DR,1510531200000,LAWNDALE DR,NORTH,13813,LAWNDALE DR,SOUTH,14704,COTTAGE PL,WEST,4391,COTTAGE PL,EAST,3568,NA,NA,NA,22432.74,2017,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2017/COTTAGE_PL_&_LAWNDALE_DR_470988_11-13-2017.pdf,{2DD14290-4371-4349-BDEF-408D24F898E4}
3261,CREEK RIDGE RD & RANDLEMAN RD,1488412800000,RANDLEMAN RD,NORTH,23170,RANDLEMAN RD,SOUTH,19057,CREEK RIDGE RD,WEST,7280,CREEK RIDGE RD,EAST,6056,NA,NA,NA,34467.04,2017,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2017/CREEK_RIDGE_RD_&_RANDLEMAN_RD_391940_03-02-2017.pdf,{9DCB938D-8C4F-469C-9443-E4CCA61DBA54}
3262,CREEK RIDGE RD & S ELM EUGENE ST,1488412800000,S ELM EUGENE ST,NORTH,20356,S ELM EUGENE ST,SOUTH,13953,CREEK RIDGE RD,WEST,5422,INDUSTRIAL AVE,EAST,9409,NA,NA,NA,30466.8,2017,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2017/CREEK_RIDGE_RD_&_S_ELM_EUGENE_ST_391959_03-02-2017.pdf,{1B996E1E-8982-481B-B6D8-3F3114F1F008}
3263,E CONE BLVD & N ELM ST,1485734400000,N ELM ST,NORTH,16226,N ELM ST,SOUTH,12759,E CONE BLVD,WEST,14632,E CONE BLVD,EAST,16242,NA,NA,NA,36815.13,2017,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2017/E_CONE_BLVD_&_N_ELM_ST_381738_01-30-2017.pdf,{C7EAF61B-2A4D-4831-AFD9-FE3600DF8445}
3264,E FLORIDA ST & RANDOLPH AVE,1493251200000,RANDOLPH AVE,NORTH,1159,RANDOLPH AVE,SOUTH,2895,E FLORIDA ST,WEST,9349,E FLORIDA ST,EAST,6606,NA,NA,NA,12407.44,2017,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2017/E_FLORIDA_ST_&_RANDOLPH_AVE_424201_04-27-2017.pdf,{7875F2E6-CC81-4906-AE8B-502F858FB409}
3265,E GATE CITY BLVD & WILLOW RD,1506470400000,WILLOW RD,NORTH,2313,WILLOW RD,SOUTH,4459,E GATE CITY BLVD,WEST,15925,E GATE CITY BLVD,EAST,14341,NA,NA,NA,22240.8,2017,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2017/E_GATE_CITY_BLVD_&_WILLOW_RD_453780_09-27-2017.pdf,{D7B2DBE5-FAD5-4282-87CE-1D65F2C5964B}
3266,EDWARDIA & W. MARKET ST,1503273600000,N EDWARDIA DR,NORTH,816,S EDWARDIA DR,SOUTH,2973,W MARKET ST,WEST,18098,W MARKET ST,EAST,17975,NA,NA,NA,24517.59,2017,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2017/EDWARDIA_&_W._MARKET_ST_469822_08-21-2017.pdf,{8F7EF009-88C5-42E0-AE08-4E1B99EAC1D2}
3267,ELWELL AVE & PHILLIPS AVE,1487721600000,Driveway,NORTH,515,Elwell Ave,SOUTH,1938,Phillips Ave,WEST,4578,Phillips Ave,EAST,3962,NA,NA,NA,6597.6,2017,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2017/ELWELL_AVE_&_PHILLIPS_AVE_386532_02-22-2017.pdf,{11E98EEE-4744-4F34-822B-B5D39E98DE68}
3268,FANTA CITY & W MARKET ST,1503273600000,n/a,NORTH,0,FANTA CITY DRIVEWAY,SOUTH,1808,W MARKET ST,WEST,18331,W MARKET ST,EAST,18653,NA,NA,NA,23858.31,2017,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2017/FANTA_CITY_&_W_MARKET_ST_469810_08-21-2017.pdf,{E8A40B56-A661-4380-8240-A74B2FB88B05}
3269,FERNWOOD DR & LAWNDALE DR,1500249600000,LAWNDALE DR,NORTH,16774,LAWNDALE DR,SOUTH,15686,FERNWOOD DR,WEST,2485,FERNWOOD DR,EAST,514,NA,NA,NA,21807.9,2017,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2017/FERNWOOD_DR_&_LAWNDALE_DR_469841_07-17-2017.pdf,{06919175-D67B-4745-86B5-88BB1B8C4734}
3270,FLEMING RD & NEW GARDEN RD,1509494400000,FLEMING RD,NORTH,14655,NEW GARDEN RD,SOUTH,15660,BALLINGER RD,WEST,9113,NEW GARDEN RD,EAST,8195,NA,NA,NA,28574.4,2017,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2017/FLEMING_RD_&_NEW_GARDEN_RD_469713_11-01-2017.pdf,{48A9AD2C-856D-4667-97E8-3A2063775D9C}
3271,FORESTLAWN & ISAACS PL & PISGAH CHURCH,1502323200000,JAYCEE PARK DR,NORTH,2144,ISAAC'S PLACE,SOUTH,1033,PISGAH CHURCH RD,WEST,17547,PISGAH CHURCH RD,EAST,17340,NA,NA,NA,23602.16,2017,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2017/FORESTLAWN_&_ISAACS_PL_&_PISGAH_CHURCH_438788_08-10-2017.pdf,{46DCB16C-CC04-43AD-816F-CA36A9413716}
3272,FREEMAN MILL RD & LOVETT ST,1493251200000,WILLORA ST,NORTH,4185,LOVETT ST,SOUTH,257,FREEMAN MILL RD,WEST,24680,FREEMAN MILL RD,EAST,20894,NA,NA,NA,31066.96,2017,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2017/FREEMAN_MILL_RD_&_LOVETT_ST_409357_04-27-2017.pdf,{A34AD912-FD54-4633-8B26-DBEBC2812C00}
3273,GATEWOOD AVE & E WENDOVER AVE,1500940800000,GATEWOOD AVE,NORTH,1523,GATEWOODAVE,SOUTH,1163,E WENDOVER AVE,WEST,29011,E WENDOVER AVE,EAST,28422,NA,NA,NA,37436.84,2017,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2017/GATEWOOD_AVE_&_E_WENDOVER_AVE_433877_07-25-2017.pdf,{C14B08FB-3287-4672-BA97-E41A3FA4A2B7}
3274,GEORGE FOX RD & NEW GARDEN RD,1508803200000,NEW GARDEN RD,NORTH,19925,NEW GARDEN RD,SOUTH,20253,DRIVEWAY,WEST,161,GEORGE FOX RD,EAST,776,NA,NA,NA,25495.64,2017,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2017/GEORGE_FOX_RD_&_NEW_GARDEN_RD_468127_10-24-2017.pdf,{53A43D37-B42E-4A3F-B801-4BBB76A5B382}
3275,GLENDALE DR & OLIVER DR,1505347200000,n/a,NORTH,0,OLIVER DR,SOUTH,405,GLENDALE DR,WEST,4948,GLENDALE DR,EAST,5019,NA,NA,NA,6430.64,2017,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2017/GLENDALE_DR_&_OLIVER_DR_447242_09-14-2017.pdf,{B92B349B-438F-453F-B63F-AEE03078D95F}
3276,GLENDALE DR & REHOBETH CHURCH RD,1505952000000,REHOBETH CHURCH RD,NORTH,4296,REHOBETH CHURCH RD,SOUTH,3400,GLENDALE DR,WEST,4571,GLENDALE DR,EAST,4961,NA,NA,NA,10681.36,2017,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2017/GLENDALE_DR_&_REHOBETH_CHURCH_RD_469823_09-21-2017.pdf,{72EFFEF2-853E-4540-9033-B00540AA2F75}
3277,GREEN VALLEY RD & WESTOVER TER,1500422400000,WESTOVER TER,NORTH,9930,WESTOVER TER,SOUTH,7328,GREEN VALLEY RD,WEST,16739,PEMBROKE RD,EAST,14755,NA,NA,NA,29254.8,2017,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2017/GREEN_VALLEY_RD_&_WESTOVER_TER_469850_07-19-2017.pdf,{6457E665-FCDC-42CE-8836-958B9FE1D0C7}
3278,GUILFORD COLLEGE RD & HORNADAY RD,1501459200000,GUILFORD COLLEGE RD,NORTH,18376,GUILFORD COLLEGE RD,SOUTH,13286,HORNADAY RD,WEST,4912,HORNADAY RD,EAST,6637,NA,NA,NA,26579.07,2017,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2017/GUILFORD_COLLEGE_RD_&_HORNADAY_RD_469830_07-31-2017.pdf,{B40BF932-AA3D-4461-966A-003DD966D394}
3279,GUILFORD COLLEGE RD & I-40 RAMP,1501113600000,GUILFORD COLLEGE RD,NORTH,19348,GUILFORD COLLEGE RD,SOUTH,18925,n/a,WEST,0,I-40 ON/OFF RAMP,EAST,10010,NA,NA,NA,29937.32,2017,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2017/GUILFORD_COLLEGE_RD_&_I-40_RAMP_469829_07-27-2017.pdf,{4DFB4A9A-0EE6-472B-B0E5-CA1C511B39DD}
3280,GUILFORD COLLEGE RD & SAPP RD,1500940800000,BATTERY DR,NORTH,427,SAPP RD,SOUTH,1622,GUILFORD COLLEGE RD,WEST,12014,GUILFORD COLLEGE RD,EAST,12430,NA,NA,NA,16431.24,2017,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2017/GUILFORD_COLLEGE_RD_&_SAPP_RD_433874_07-25-2017.pdf,{5E68DBD5-9B7E-4F01-B01F-BAF469F9844A}
3281,GUILFORD COLLEGE RD & SWING RD,1501113600000,GUILFORD COLLEGE RD,NORTH,15590,Guilford College Road,SOUTH,19399,SWING RD,WEST,5068,I-40 ON/OFF RAMP (EXIT 213),EAST,8955,NA,NA,NA,30401.08,2017,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2017/GUILFORD_COLLEGE_RD_&_SWING_RD_469824_07-27-2017.pdf,{0FE0C8E5-AFA5-4125-9EC5-E5388D8C3644}
3282,HOLDEN RD & BRYAN BLVD EAST SIDE RAMP,1500422400000,BRYAN BLVD,NORTH,18881,BRYAN BLVD,SOUTH,17415,N HOLDEN RD,WEST,5275,N HOLDEN RD,EAST,783,NA,NA,NA,25438.8,2017,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2017/HOLDEN_RD_&_BRYAN_BLVD_EAST_SIDE_RAMP_469843_07-19-2017.pdf,{EF0D6C35-494F-4726-8C49-3846D77C4713}
3283,LAKE BRANDT RD & LAWNDALE DR,1510531200000,LAWNDALE DR,NORTH,12465,LAWNDALE DR,SOUTH,8797,LAKE BRANDT RD,WEST,9018,BEACONWOOD DR,EAST,1427,NA,NA,NA,19500.42,2017,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2017/LAKE_BRANDT_RD_&_LAWNDALE_DR_470987_11-13-2017.pdf,{1B997DAB-3283-4D96-8180-59B252716E7B}
3284,LAKE BRANDT RD & OLD BATTLEGROUND RD,1510531200000,LAKE BRANDT RD,NORTH,12980,COTSWOLD AVE,SOUTH,9408,OLD BATTLEGROUND RD,WEST,5646,n/a,EAST,0,NA,NA,NA,17242.14,2017,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2017/LAKE_BRANDT_RD_&_OLD_BATTLEGROUND_RD_470986_11-13-2017.pdf,{4FAE6FAB-1214-47A1-BD8C-95425861512C}
3285,LAKE JEANETTE RD & LAWNDALE DR,1498521600000,LAWNDALE DR,NORTH,15817,LAWNDALE DR,SOUTH,20842,n/a,WEST,0,LAKE JEANETTE RD,EAST,5790,NA,NA,NA,26320.24,2017,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2017/LAKE_JEANETTE_RD_&_LAWNDALE_DR_437422_06-27-2017.pdf,{8D9DEE21-E430-4C03-8B45-3428F9916B23}
3286,LANADA RD & STANLEY RD,1510012800000,LANADA RD,NORTH,4202,LANADA RD,SOUTH,1754,STANLEY RD,WEST,12559,STANLEY RD,EAST,12312,NA,NA,NA,19114.6,2017,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2017/LANADA_RD_&_STANLEY_RD_469714_11-07-2017.pdf,{415B4B5C-E130-4CC7-899A-71F92EFBB390}
3287,LAWNDALE DR & LAWNDALE CROSSING SHOPPING CENTER,1500249600000,LAWNDALE DR,NORTH,17392,LAWNDALE DR,SOUTH,16990,BANK DRIVEWAY,WEST,5035,LAWNDALE CROSSING DRIVEWAY,EAST,379,NA,NA,NA,24475.77,2017,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2017/LAWNDALE_DR_&_LAWNDALE_CROSSING_SHOPPING_CENTER_469839_07-17-2017.pdf,{D2E986BB-9B02-47B3-82CE-871BE68607E6}
3288,LAWNDALE DR & REGENTS PARK LN,1510531200000,LAWNDALE DR,NORTH,9750,LAWNDALE DR,SOUTH,13592,REGENTS PARK LN,WEST,3524,REGENTS PARK LN,EAST,2551,NA,NA,NA,18095.76,2017,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2017/LAWNDALE_DR_&_REGENTS_PARK_LN_470984_11-13-2017.pdf,{B9517EB2-009A-47DF-AA55-C8BEDED9431C}
3289,LEES CHAPEL RD & SOUTHERN WEBBING MILL RD,1505347200000,n/a,NORTH,0,SOUTHERN WEBBING MILL RD,SOUTH,1553,LEES CHAPEL RD,WEST,8120,LEES CHAPEL RD,EAST,7200,NA,NA,NA,10464.36,2017,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2017/LEES_CHAPEL_RD_&_SOUTHERN_WEBBING_MILL_RD_447239_09-14-2017.pdf,{A672672E-8B00-4F31-896C-02540A34B05B}
3290,MARTINSVILLE CT & MARTINSVILLE RD,1497398400000,n/a,NORTH,0,MARTINSVILLE CT,SOUTH,3034,MARTINSVILLE RD,WEST,6048,MARTINSVILLE RD,EAST,8562,NA,NA,NA,10587.6,2017,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2017/MARTINSVILLE_CT_&_MARTINSVILLE_RD_423133_06-14-2017.pdf,{0827EE6D-F192-4D90-ACAC-5B9744673588}
3291,MARTINSVILLE RD & PISGAH CHURCH RD,1497830400000,MARTINSVILLE RD,NORTH,6778,MARTINSVILLE RD,SOUTH,7491,PISGAH CHURCH RD,WEST,16211,PISGAH CHURCH RD,EAST,16927,NA,NA,NA,29155.92,2017,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2017/MARTINSVILLE_RD_&_PISGAH_CHURCH_RD_424565_06-19-2017.pdf,{5B404DAC-5066-4D45-94B2-39631A821350}
3292,N CHURCH ST & OLD LAKE JEANETTE RD,1486425600000,N CHURCH ST,NORTH,9760,N CHURCH ST,SOUTH,9438,OLD LAKE JEANETTE RD,WEST,3143,n/a,EAST,0,NA,NA,NA,13853.28,2017,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2017/N_CHURCH_ST_&_OLD_LAKE_JEANETTE_RD_381884_02-07-2017.pdf,{03A201BB-F4FA-4F21-8321-F170BA1F15DB}
3293,N ELM ST & PISGAH CHURCH RD,1485734400000,N ELM ST,NORTH,15748,N ELM ST,SOUTH,14969,PISGAH CHURCH RD,WEST,17680,PISGAH CHURCH RD,EAST,18154,NA,NA,NA,40943.01,2017,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2017/N_ELM_ST_&_PISGAH_CHURCH_RD_297883_03-10-2016.pdf,{FFA25525-022F-4488-979F-4E82A57D199E}
3294,N ELM ST & WILLOUGHBY BLVD,1485734400000,N ELM ST,NORTH,15569,N ELM ST,SOUTH,16243,WILLOUGHBY BLVD,WEST,1166,n/a,EAST,0,NA,NA,NA,20282.7,2017,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2017/N_ELM_ST_&_WILLOUGHBY_BLVD_381746_01-30-2017.pdf,{2760E828-CF1A-4DED-A53F-57D24BCD5FE3}
3295,NC HWY150 & SUMMERFIELD RD,1497398400000,SUMMERFIELD RD,NORTH,330,SUMMERFIELD RD,SOUTH,3874,NC HWY 150,WEST,5927,NC HWY 150,EAST,6549,NA,NA,NA,10008,2017,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2017/NC_HWY150_&_SUMMERFIELD_RD_423146_06-14-2017.pdf,{DA96883F-0A56-421A-B553-75F321C1EBE2}
3296,NEW GARDEN RD & OLD BATTLEGROUND RD,1510531200000,OLD BATTLEGROUND RD,NORTH,4494,OLD BATTLEGROUND RD,SOUTH,2380,NEW GARDEN RD,WEST,3016,BATTLEGROUND PARK ENTRANCE,EAST,60,NA,NA,NA,6119.25,2017,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2017/NEW_GARDEN_RD_&_OLD_BATTLEGROUND_RD_470983_11-13-2017.pdf,{DAC4B23F-693F-4698-A705-8B72852B0C69}
